train_loss,epoch,created_at,val_loss_lr,val_acc_lr,val_loss_hr,val_acc_hr
0.7705661654472351,0,2020-02-05 14:47:13.476733,,,,
,0,2020-02-05 14:48:08.871640,0.873753547668457,0.7657895088195801,2.590306043624878,0.49764150381088257
0.036301955580711365,0,2020-02-05 14:48:10.287143,,,,
,0,2020-02-05 14:48:50.722546,0.4157816469669342,0.8736842274665833,1.4057118892669678,0.5330188870429993
0.775321900844574,0,2020-02-05 14:48:52.046498,,,,
,0,2020-02-05 14:49:37.892397,0.586952269077301,0.8421052694320679,0.8357279300689697,0.551886796951294
0.3704306483268738,0,2020-02-05 14:49:39.219799,,,,
,0,2020-02-05 14:50:17.373469,0.40238794684410095,0.8526316285133362,0.6679514646530151,0.5849056839942932
0.6837496757507324,0,2020-02-05 14:50:18.710863,,,,
,0,2020-02-05 14:50:57.405575,0.39438551664352417,0.878947377204895,0.656728208065033,0.6202830076217651
0.5776820182800293,0,2020-02-05 14:50:58.749735,,,,
,0,2020-02-05 14:51:37.288817,0.3183561861515045,0.8921052813529968,0.8235965967178345,0.5636792778968811
0.10985316336154938,0,2020-02-05 14:51:38.626287,,,,
,0,2020-02-05 14:52:16.816971,0.4174194633960724,0.8552631735801697,0.7440948486328125,0.5613207817077637
0.10465800017118454,0,2020-02-05 14:52:18.158620,,,,
,0,2020-02-05 14:52:56.486976,0.44656825065612793,0.8342105746269226,0.677578330039978,0.5778301954269409
0.32433152198791504,0,2020-02-05 14:52:57.818891,,,,
,0,2020-02-05 14:53:36.086268,0.3258204460144043,0.878947377204895,0.877261757850647,0.551886796951294
0.4284549355506897,0,2020-02-05 14:53:37.418318,,,,
,0,2020-02-05 14:54:15.956206,0.3322984278202057,0.8736842274665833,0.9992228746414185,0.5448113083839417
0.11506737768650055,0,2020-02-05 14:54:17.290222,,,,
,0,2020-02-05 14:54:56.040211,0.3578672409057617,0.8605263233184814,0.883766233921051,0.5660377740859985
0.1577015370130539,0,2020-02-05 14:54:57.365413,,,,
,0,2020-02-05 14:55:36.307550,0.41738346219062805,0.8631579279899597,1.4260414838790894,0.525943398475647
0.45601895451545715,0,2020-02-05 14:55:37.777490,,,,
,0,2020-02-05 14:56:16.880027,0.5315780639648438,0.865789532661438,1.5859421491622925,0.525943398475647
0.054702725261449814,0,2020-02-05 14:56:18.210587,,,,
,0,2020-02-05 14:56:57.778047,0.4436422884464264,0.8684210777282715,1.1382548809051514,0.6084905862808228
0.6500650644302368,0,2020-02-05 14:56:59.119129,,,,
,0,2020-02-05 14:57:38.006577,0.41993728280067444,0.8526316285133362,0.7797837257385254,0.6957547068595886
0.20624548196792603,0,2020-02-05 14:57:39.334392,,,,
,0,2020-02-05 14:58:17.791033,0.30151158571243286,0.8973684310913086,1.1857411861419678,0.5495283007621765
0.5701804161071777,0,2020-02-05 14:58:19.215419,,,,
,0,2020-02-05 14:58:58.157617,0.4211062490940094,0.8736842274665833,1.2540374994277954,0.525943398475647
0.27241119742393494,0,2020-02-05 14:58:59.489468,,,,
,0,2020-02-05 14:59:38.910949,0.41757234930992126,0.8684210777282715,1.0720531940460205,0.5306603908538818
0.23147398233413696,0,2020-02-05 14:59:40.395841,,,,
,0,2020-02-05 15:00:18.742503,0.4502356946468353,0.8500000238418579,0.8023567795753479,0.6226415038108826
0.10298725962638855,0,2020-02-05 15:00:20.079257,,,,
,0,2020-02-05 15:00:57.783498,0.3966774046421051,0.8710526823997498,0.717494785785675,0.6603773832321167
0.2413635402917862,0,2020-02-05 15:00:59.110947,,,,
,0,2020-02-05 15:01:37.968290,0.364016592502594,0.8763158321380615,0.5082493424415588,0.7523584961891174
0.7668419480323792,0,2020-02-05 15:01:39.361967,,,,
,0,2020-02-05 15:02:18.734967,0.563694417476654,0.7500000596046448,0.48540446162223816,0.7806603908538818
0.2126813381910324,0,2020-02-05 15:02:20.148105,,,,
,0,2020-02-05 15:02:59.972975,0.3686184585094452,0.8842105865478516,0.4773674011230469,0.7995283007621765
0.12729719281196594,0,2020-02-05 15:03:01.344158,,,,
,0,2020-02-05 15:03:40.290994,0.42777615785598755,0.8552631735801697,0.4703940749168396,0.7948113083839417
0.1746658831834793,0,2020-02-05 15:03:41.633437,,,,
,0,2020-02-05 15:04:20.392745,0.3615047037601471,0.8894737362861633,0.4312167763710022,0.8160377740859985
0.1557079255580902,0,2020-02-05 15:04:21.722484,,,,
,0,2020-02-05 15:05:00.472840,0.38830500841140747,0.8868421316146851,0.5391789674758911,0.8160377740859985
0.1164008378982544,0,2020-02-05 15:05:01.821596,,,,
,0,2020-02-05 15:05:40.453212,0.45521101355552673,0.8868421316146851,0.649853527545929,0.8113207817077637
0.2583637237548828,0,2020-02-05 15:05:41.840411,,,,
,0,2020-02-05 15:06:20.810693,0.6369242668151855,0.7868421673774719,0.559743344783783,0.8278301954269409
0.6443045139312744,0,2020-02-05 15:06:22.228838,,,,
,0,2020-02-05 15:07:02.440855,0.49343881011009216,0.815789520740509,0.7760258913040161,0.7358490824699402
0.10674049705266953,0,2020-02-05 15:07:03.787016,,,,
,0,2020-02-05 15:07:42.120786,0.5174268484115601,0.7921053171157837,0.4585191607475281,0.8584905862808228
0.08145038038492203,0,2020-02-05 15:07:43.473799,,,,
,0,2020-02-05 15:08:22.946703,0.4484638571739197,0.8605263233184814,0.3790145814418793,0.8679245710372925
0.030968274921178818,0,2020-02-05 15:08:24.304863,,,,
,0,2020-02-05 15:09:02.698268,0.37648436427116394,0.9000000357627869,0.4925850033760071,0.8443396091461182
0.18997155129909515,0,2020-02-05 15:09:04.043206,,,,
,0,2020-02-05 15:09:42.745499,0.726820170879364,0.6921052932739258,0.40805989503860474,0.849056601524353
0.27014535665512085,0,2020-02-05 15:09:44.082598,,,,
,0,2020-02-05 15:10:21.785542,0.3022612929344177,0.9078947901725769,0.8013700246810913,0.7169811725616455
0.23078887164592743,0,2020-02-05 15:10:23.121582,,,,
,0,2020-02-05 15:11:01.640581,0.44139915704727173,0.8315789699554443,0.4205302894115448,0.8537735939025879
0.28794384002685547,0,2020-02-05 15:11:02.971726,,,,
,0,2020-02-05 15:11:41.769560,0.4329815208911896,0.857894778251648,0.3205534815788269,0.900943398475647
0.2969607412815094,0,2020-02-05 15:11:43.117079,,,,
,0,2020-02-05 15:12:22.233451,0.4257431626319885,0.8684210777282715,0.332196444272995,0.8891509771347046
0.42722946405410767,0,2020-02-05 15:12:23.575815,,,,
,0,2020-02-05 15:13:02.040788,0.4607204794883728,0.8236842751502991,0.4167938530445099,0.8443396091461182
0.16690997779369354,0,2020-02-05 15:13:03.381033,,,,
,0,2020-02-05 15:13:41.912839,0.3696364760398865,0.8684210777282715,0.4025208652019501,0.8608490824699402
0.3985182046890259,0,2020-02-05 15:13:43.256897,,,,
,0,2020-02-05 15:14:21.469863,0.365210622549057,0.8921052813529968,0.38654088973999023,0.8632075786590576
0.08247041702270508,0,2020-02-05 15:14:22.809851,,,,
,0,2020-02-05 15:15:00.943174,0.39002567529678345,0.8815789818763733,0.4257361590862274,0.8278301954269409
0.19878000020980835,0,2020-02-05 15:15:02.272737,,,,
,0,2020-02-05 15:15:40.566278,0.3659645617008209,0.8921052813529968,0.41321510076522827,0.8679245710372925
0.5025830268859863,0,2020-02-05 15:15:41.893802,,,,
,0,2020-02-05 15:16:20.150061,0.3685193955898285,0.8684210777282715,0.6595131158828735,0.740566074848175
0.15089234709739685,0,2020-02-05 15:16:21.488916,,,,
,0,2020-02-05 15:16:59.459129,0.3712911009788513,0.8842105865478516,0.41862714290618896,0.849056601524353
0.13363145291805267,0,2020-02-05 15:17:00.801453,,,,
,0,2020-02-05 15:17:39.474288,0.31156402826309204,0.9026316404342651,0.3148031532764435,0.8985849022865295
0.4300903081893921,0,2020-02-05 15:17:40.811813,,,,
,0,2020-02-05 15:18:18.815462,0.2960647642612457,0.8947368860244751,0.3734889626502991,0.875
0.5693589448928833,0,2020-02-05 15:18:20.157977,,,,
,0,2020-02-05 15:18:58.484634,0.4531020522117615,0.8684210777282715,0.5132644176483154,0.8325471878051758
0.0858132615685463,0,2020-02-05 15:18:59.818794,,,,
,0,2020-02-05 15:19:38.303697,0.6536017060279846,0.7263157963752747,0.32214581966400146,0.891509473323822
0.26635101437568665,0,2020-02-05 15:19:39.642967,,,,
,0,2020-02-05 15:20:17.635548,0.37750089168548584,0.8736842274665833,0.3421117067337036,0.8867924809455872
0.07460948824882507,0,2020-02-05 15:20:18.982822,,,,
,0,2020-02-05 15:20:57.116148,0.3458481431007385,0.8815789818763733,0.46961864829063416,0.8561320900917053
0.04295123368501663,0,2020-02-05 15:20:58.464279,,,,
,0,2020-02-05 15:21:37.238748,0.42256125807762146,0.8631579279899597,0.43787652254104614,0.8608490824699402
0.45920076966285706,0,2020-02-05 15:21:38.591536,,,,
,0,2020-02-05 15:22:16.981960,0.8323201537132263,0.5605263113975525,0.5223682522773743,0.7900943756103516
0.36073508858680725,0,2020-02-05 15:22:18.321091,,,,
