train_loss,epoch,created_at,val_loss,val_acc
0.8804532885551453,0,2020-01-28 15:26:00.157108,,
1.4431356191635132,0,2020-01-28 15:26:04.801535,,
0.5866966247558594,0,2020-01-28 15:26:09.484222,,
0.8348721861839294,0,2020-01-28 15:26:13.648952,,
0.826054036617279,0,2020-01-28 15:26:17.694161,,
0.9079990386962891,0,2020-01-28 15:26:21.119133,,
0.7958340644836426,0,2020-01-28 15:26:24.498940,,
0.7640063166618347,0,2020-01-28 15:26:28.688704,,
0.8019829988479614,0,2020-01-28 15:26:31.431699,,
0.6620465517044067,0,2020-01-28 15:26:34.414321,,
0.7535586357116699,0,2020-01-28 15:26:37.022953,,
0.7537930011749268,0,2020-01-28 15:26:40.230881,,
0.633359432220459,0,2020-01-28 15:26:42.793384,,
0.6766301393508911,0,2020-01-28 15:26:45.918135,,
0.6252285838127136,0,2020-01-28 15:26:49.581504,,
0.7618420720100403,0,2020-01-28 15:26:52.110246,,
0.6718173027038574,0,2020-01-28 15:26:55.367427,,
0.829312801361084,0,2020-01-28 15:26:58.488734,,
0.67205810546875,0,2020-01-28 15:27:00.945746,,
0.5481793284416199,0,2020-01-28 15:27:03.745512,,
0.6441704034805298,0,2020-01-28 15:27:06.480301,,
0.6758828163146973,0,2020-01-28 15:27:09.258946,,
0.6391433477401733,0,2020-01-28 15:27:12.375394,,
0.6102795600891113,0,2020-01-28 15:27:14.818068,,
0.7001461982727051,0,2020-01-28 15:27:18.108224,,
0.7031662464141846,0,2020-01-28 15:27:20.525616,,
0.6756390333175659,0,2020-01-28 15:27:22.953193,,
0.6719515323638916,0,2020-01-28 15:27:25.595186,,
0.766692042350769,0,2020-01-28 15:27:28.022737,,
0.841194212436676,0,2020-01-28 15:27:30.484031,,
0.6768368482589722,0,2020-01-28 15:27:32.945248,,
0.6805434226989746,0,2020-01-28 15:27:35.444758,,
0.6742182970046997,0,2020-01-28 15:27:37.898851,,
0.5904593467712402,0,2020-01-28 15:27:40.301325,,
0.8781976103782654,0,2020-01-28 15:27:42.817120,,
0.5635795593261719,0,2020-01-28 15:27:45.410691,,
0.4931580722332001,0,2020-01-28 15:27:47.900109,,
0.34124279022216797,0,2020-01-28 15:27:50.768967,,
0.35982558131217957,0,2020-01-28 15:27:53.221645,,
0.6201209425926208,0,2020-01-28 15:27:55.623834,,
0.3689158260822296,0,2020-01-28 15:27:58.072162,,
