train_loss,epoch,created_at,val_loss,val_acc
0.9898635149002075,0,2020-01-30 12:45:09.329305,,
0.44467559456825256,0,2020-01-30 12:45:11.840307,,
0.45066580176353455,0,2020-01-30 12:45:14.200916,,
0.2262267768383026,0,2020-01-30 12:45:16.559116,,
0.2251684069633484,0,2020-01-30 12:45:18.929985,,
0.1911209374666214,0,2020-01-30 12:45:21.303405,,
0.11351848393678665,0,2020-01-30 12:45:23.657711,,
0.26601022481918335,0,2020-01-30 12:45:26.030513,,
0.6781926155090332,0,2020-01-30 12:45:28.397087,,
0.30973297357559204,0,2020-01-30 12:45:30.771857,,
0.10879816859960556,0,2020-01-30 12:45:33.148470,,
0.2037411332130432,0,2020-01-30 12:45:35.527208,,
0.10422350466251373,0,2020-01-30 12:45:37.917189,,
0.11358360946178436,0,2020-01-30 12:45:40.283264,,
0.5862828493118286,0,2020-01-30 12:45:42.703910,,
0.38119539618492126,0,2020-01-30 12:45:45.069364,,
0.19176621735095978,0,2020-01-30 12:45:47.438624,,
0.06790753453969955,0,2020-01-30 12:45:49.803258,,
0.06345143169164658,0,2020-01-30 12:45:52.168538,,
0.6472054123878479,0,2020-01-30 12:45:54.580520,,
0.9885594248771667,0,2020-01-30 12:45:56.961823,,
0.10843945294618607,0,2020-01-30 12:45:59.349889,,
0.19470392167568207,0,2020-01-30 12:46:01.756768,,
0.07236842066049576,0,2020-01-30 12:46:04.131873,,
0.32405364513397217,0,2020-01-30 12:46:06.498304,,
0.07873600721359253,0,2020-01-30 12:46:08.859502,,
0.5593928098678589,0,2020-01-30 12:46:11.218593,,
0.23083989322185516,0,2020-01-30 12:46:13.657878,,
0.06786708533763885,0,2020-01-30 12:46:16.029467,,
0.5056284070014954,0,2020-01-30 12:46:18.414363,,
0.10657081753015518,0,2020-01-30 12:46:20.796798,,
0.06164174526929855,0,2020-01-30 12:46:23.181831,,
0.7387970089912415,0,2020-01-30 12:46:25.555234,,
0.38230371475219727,0,2020-01-30 12:46:27.958575,,
0.05169620364904404,0,2020-01-30 12:46:30.354674,,
0.1400134563446045,0,2020-01-30 12:46:32.709162,,
0.0713936984539032,0,2020-01-30 12:46:35.124914,,
0.04519524425268173,0,2020-01-30 12:46:37.494546,,
0.7477973103523254,0,2020-01-30 12:46:39.872336,,
0.2336118519306183,0,2020-01-30 12:46:42.300971,,
0.2169172465801239,0,2020-01-30 12:46:44.700581,,
0.07356603443622589,0,2020-01-30 12:46:47.089956,,
0.11749543994665146,0,2020-01-30 12:46:49.491025,,
0.23936890065670013,0,2020-01-30 12:46:51.915982,,
0.03672616183757782,0,2020-01-30 12:46:54.300877,,
0.5681818723678589,0,2020-01-30 12:46:56.678490,,
0.05447246879339218,0,2020-01-30 12:46:59.139833,,
0.09301941096782684,0,2020-01-30 12:47:01.842525,,
0.1563347578048706,0,2020-01-30 12:47:04.332413,,
0.2617337107658386,0,2020-01-30 12:47:06.727549,,
,0,2020-01-30 12:47:20.556655,0.2240036427974701,0.921875
0.2781638503074646,0,2020-01-30 12:47:20.995650,,
0.2869274616241455,0,2020-01-30 12:47:23.387554,,
0.05378387123346329,0,2020-01-30 12:47:25.792204,,
0.02943454310297966,0,2020-01-30 12:47:28.182285,,
0.43512532114982605,0,2020-01-30 12:47:30.565018,,
0.08942607045173645,0,2020-01-30 12:47:32.981924,,
