train_loss,epoch,created_at,val_loss_lr,val_acc_lr,val_loss_hr,val_acc_hr
2.566624402999878,0,2020-02-04 11:39:42.985518,,,,
,0,2020-02-04 11:40:17.306469,0.42879703640937805,0.7394737005233765,1.1471681594848633,0.5188679099082947
0.32222265005111694,0,2020-02-04 11:40:17.935859,,,,
,0,2020-02-04 11:40:49.901108,0.391439825296402,0.8526316285133362,0.7483495473861694,0.5801886916160583
0.16935408115386963,0,2020-02-04 11:40:50.549702,,,,
,0,2020-02-04 11:41:23.321727,0.3954235315322876,0.9000000357627869,0.5982308387756348,0.6957547068595886
0.06201760098338127,0,2020-02-04 11:41:23.994267,,,,
,0,2020-02-04 11:41:56.639285,0.5251563787460327,0.8947368860244751,0.7824488878250122,0.7028301954269409
0.41690242290496826,0,2020-02-04 11:41:57.274868,,,,
,0,2020-02-04 11:42:29.057855,0.35692542791366577,0.8894737362861633,0.7503712773323059,0.6556603908538818
0.055090270936489105,0,2020-02-04 11:42:29.702556,,,,
,0,2020-02-04 11:43:01.418038,0.3066078722476959,0.8921052813529968,0.5774715542793274,0.6816037893295288
0.1028265580534935,0,2020-02-04 11:43:02.059646,,,,
,0,2020-02-04 11:43:34.759263,0.4029284119606018,0.878947377204895,0.48298904299736023,0.7783018946647644
0.1387612521648407,0,2020-02-04 11:43:35.413206,,,,
,0,2020-02-04 11:44:06.777954,0.6015004515647888,0.8315789699554443,0.42601117491722107,0.8183962106704712
0.2648828327655792,0,2020-02-04 11:44:07.417133,,,,
,0,2020-02-04 11:44:39.263316,0.3580855131149292,0.878947377204895,0.5292341113090515,0.7712264060974121
0.04445527121424675,0,2020-02-04 11:44:39.904047,,,,
,0,2020-02-04 11:45:12.436024,0.3529950678348541,0.8605263233184814,0.6993428468704224,0.698113203048706
0.31794115900993347,0,2020-02-04 11:45:13.121747,,,,
,0,2020-02-04 11:45:45.205561,0.3372344374656677,0.8815789818763733,0.97439044713974,0.6037735939025879
0.10432326793670654,0,2020-02-04 11:45:45.845043,,,,
,0,2020-02-04 11:46:19.318775,0.32074597477912903,0.8868421316146851,0.9513860940933228,0.625
0.04172096401453018,0,2020-02-04 11:46:20.050916,,,,
,0,2020-02-04 11:46:53.080944,0.3229345381259918,0.8894737362861633,0.6788510680198669,0.676886796951294
0.7699300050735474,0,2020-02-04 11:46:53.731615,,,,
,0,2020-02-04 11:47:25.598489,0.28825584053993225,0.9078947901725769,0.8515576124191284,0.6132075786590576
0.046941615641117096,0,2020-02-04 11:47:26.266873,,,,
,0,2020-02-04 11:47:58.383554,0.3442285358905792,0.8710526823997498,0.6232416033744812,0.6816037893295288
0.19596001505851746,0,2020-02-04 11:47:59.051342,,,,
,0,2020-02-04 11:48:31.221493,0.395990252494812,0.865789532661438,0.7418540716171265,0.7712264060974121
0.1361331045627594,0,2020-02-04 11:48:31.859164,,,,
,0,2020-02-04 11:49:03.295601,0.28581511974334717,0.9078947901725769,0.6088945269584656,0.8066037893295288
0.0350964181125164,0,2020-02-04 11:49:03.935198,,,,
,0,2020-02-04 11:49:35.463693,0.306148886680603,0.8842105865478516,0.3613099157810211,0.8419811725616455
0.14415879547595978,0,2020-02-04 11:49:36.112356,,,,
,0,2020-02-04 11:50:07.269214,0.468887060880661,0.8552631735801697,0.4771752953529358,0.6650943756103516
0.02377387136220932,0,2020-02-04 11:50:07.908098,,,,
,0,2020-02-04 11:50:39.410926,0.5486922860145569,0.8500000238418579,0.28809306025505066,0.8820754885673523
0.03217107057571411,0,2020-02-04 11:50:40.048804,,,,
,0,2020-02-04 11:51:11.479453,0.48539406061172485,0.8473684787750244,0.34746670722961426,0.8608490824699402
0.016237758100032806,0,2020-02-04 11:51:12.144853,,,,
,0,2020-02-04 11:51:43.726952,0.3566638231277466,0.8736842274665833,0.33157777786254883,0.8797169923782349
0.15760017931461334,0,2020-02-04 11:51:44.373958,,,,
,0,2020-02-04 11:52:16.048875,0.3428870141506195,0.8815789818763733,0.27748778462409973,0.891509473323822
0.13634061813354492,0,2020-02-04 11:52:16.704308,,,,
,0,2020-02-04 11:52:48.083210,0.31540659070014954,0.8921052813529968,0.2865973711013794,0.8938679099082947
0.0027862954884767532,0,2020-02-04 11:52:48.722840,,,,
,0,2020-02-04 11:53:20.234086,0.38212987780570984,0.8894737362861633,0.2803213596343994,0.9127358794212341
0.021971527487039566,0,2020-02-04 11:53:20.886109,,,,
,0,2020-02-04 11:53:51.924442,0.4276067912578583,0.8815789818763733,0.2694418728351593,0.9150943756103516
0.02840592712163925,0,2020-02-04 11:53:52.558656,,,,
,0,2020-02-04 11:54:23.749532,0.460619181394577,0.8763158321380615,0.31486615538597107,0.9150943756103516
0.009434075094759464,0,2020-02-04 11:54:24.398432,,,,
,0,2020-02-04 11:54:55.799222,0.43412524461746216,0.8815789818763733,0.5256009697914124,0.8891509771347046
0.01675228402018547,0,2020-02-04 11:54:56.441614,,,,
,0,2020-02-04 11:55:27.891942,0.4305434823036194,0.8842105865478516,0.3443557620048523,0.917452871799469
0.0026780543848872185,0,2020-02-04 11:55:28.526375,,,,
